07/11/2017,17:30:00,76597,88160,49109,33595,28225,34215,20531,11780,11707,11778,11343,109161,94271,105979,86744,85700,66014,76427,11858,11952,11727,11736,16384,11101,7647,6720,5511,8488,6314,11565,11456,11820,11793,59328,490444,78591,48656,32211,30538,23159,11490,11259,10913,10945,43713,51877,75331,56295,84299,69313,76247,10867,10995,11376,10895,11374,12985,16075,13761,15772,12328,14901,11361,9744,10906,10652,4.2,3858,-1,12.71,
07/11/2017,18:00:00,77291,89112,49558,33879,28462,34505,20704,11885,11819,11889,11459,110543,95205,106962,87662,86508,66680,77176,11952,12053,11819,11831,16502,11181,7697,6768,5550,8543,6357,11660,11544,11921,11887,60590,497056,80439,49779,32933,31263,23747,11712,11518,11191,11245,44377,52751,76582,57333,85909,70895,78130,11115,11207,11522,11176,11563,13207,16379,14036,16096,12589,15237,11549,9947,11166,10931,4.2,3858,-1,12.69,
07/11/2017,18:30:00,78453,90447,50291,34340,28816,34914,20947,12079,11977,12038,11592,112631,96845,108727,88945,87830,67573,78076,12122,12198,11957,11951,16694,11292,7777,6833,5599,8617,6407,11816,11684,12040,12000,62060,509089,82369,50848,33636,31953,24284,11945,11756,11434,11499,45218,53793,78169,58495,87643,72387,79874,11338,11413,11729,11412,11754,13442,16664,14293,16382,12814,15526,11762,10134,11398,11170,3.7,3858,-1,12.66,
07/11/2017,19:00:00,79742,91827,51013,34839,29203,35373,21216,12280,12166,12220,11756,114516,98348,110438,90279,89000,68497,79175,12299,12358,12100,12084,16886,11406,7855,6903,5657,8695,6469,11964,11821,12192,12134,63752,517650,84425,51963,34350,32635,24797,12205,12009,11679,11748,46153,54901,79821,59687,89296,73789,81389,11556,11638,11964,11633,11979,13701,16982,14563,16667,13027,15785,12012,10337,11627,11394,3.2,3858,-1,12.64,
07/11/2017,19:30:00,80985,93246,51770,35347,29619,35886,21501,12468,12361,12406,11940,116810,100031,112268,91710,90531,69593,80367,12480,12525,12264,12249,17112,11552,8057,6986,5720,8794,6534,12151,11989,12348,12293,65024,525643,86319,52992,35010,33277,25290,12411,12230,11905,11986,46812,55732,81068,60676,90934,75121,82975,11756,11829,12127,11849,12167,13923,17257,14803,16933,13238,16048,12222,10520,11831,11606,2.9,3858,-1,12.62,
07/11/2017,20:00:00,82183,94410,52456,35815,30014,36354,21795,12643,12530,12590,12122,118502,101280,113782,92883,91711,70517,81442,12623,12684,12421,12406,17272,11660,8141,7051,5777,8881,6608,12281,12114,12504,12448,66357,532832,88017,53936,35616,33869,25723,12615,12438,12119,12196,47597,56678,82447,61682,92215,76296,84337,11944,12015,12319,12045,12320,14113,17515,15031,17181,13427,16294,12375,10680,12036,11806,2.7,3858,-1,12.6,
07/11/2017,20:30:00,83714,96162,53380,36446,30510,36960,22141,12870,12757,12805,12328,121016,103421,116083,94583,93439,71814,82932,12838,12882,12610,12588,17553,11836,8261,7154,5858,8999,6692,12504,12325,12691,12630,67512,544098,89666,54814,36211,34428,26156,12772,12610,12301,12394,48159,57424,83625,62564,93715,77611,85675,12123,12182,12460,12232,12495,14318,17769,15251,17424,13610,16522,12570,10837,12219,11992,2.1,3858,-1,12.58,
07/11/2017,21:00:00,84995,97117,54042,36926,30943,37475,22449,13057,12948,13006,12529,122837,104845,117600,95906,94575,72790,84076,12998,13054,12785,12772,17765,11963,8352,7232,5921,9098,6771,12666,12482,12878,12820,68954,550596,91381,55807,36804,34986,26578,12992,12819,12497,12586,48942,58369,84965,63547,95023,78638,86900,12293,12365,12669,12403,12702,14557,18049,15487,17682,13801,16756,12794,11016,12417,12189,2,3858,-1,12.55,
07/11/2017,21:30:00,85966,98162,54640,37378,31323,37965,22748,13205,13116,13181,12714,124320,105967,118989,97154,95886,73833,85324,13128,13212,12954,12943,17925,12071,8434,7305,5986,9201,6851,12800,12633,13048,12997,69777,552291,92670,56477,37251,35471,26949,13141,12981,12671,12772,49335,58901,85795,64163,95968,79597,87925,12453,12496,12777,12571,12846,14732,18276,15689,17912,13978,16984,12945,11171,12604,12380,1.9,3858,-1,12.52,
07/11/2017,22:00:00,87108,99283,55295,37827,31689,38394,23003,13378,13275,13352,12877,125909,107190,120387,98197,96933,74655,86217,13292,13362,13095,13092,18112,12194,8510,7371,6040,9276,6910,12950,12762,13184,13133,71068,558714,94375,57360,37780,35918,27312,13350,13179,12854,12955,50219,59959,87133,65258,97604,80744,89214,12623,12690,12999,12740,13034,14945,18535,15908,18150,14152,17194,13141,11319,12775,12542,1.8,3858,-1,12.51,
07/11/2017,22:30:00,87972,100133,55803,38197,32017,38796,23254,13511,13424,13490,13022,127580,108369,121720,99140,97962,75534,87120,13409,13492,13237,13236,18248,12279,8579,7427,6090,9353,6968,13059,12889,13310,13265,71848,560968,95404,57976,38168,36367,27657,13474,13318,13004,13110,50649,60454,87919,65881,98511,81650,90216,12765,12807,13091,12890,13151,15098,18720,16069,18349,14306,17387,13261,11440,12925,12704,1.6,3858,-1,12.48,
07/11/2017,23:00:00,89455,101786,56697,38781,32476,39329,23562,13724,13622,13677,13195,129511,109941,123551,100796,99245,76536,88255,13595,13676,13391,13384,18440,12398,8661,7498,6145,9438,7030,13207,13027,13454,13396,73203,572376,97335,58980,38784,36889,28029,13672,13510,13189,13285,51640,61676,89638,67087,100133,82888,91479,12946,13012,13319,13059,13307,15282,18962,16287,18570,14471,17582,13428,11592,13092,12850,1.3,3858,-1,12.45,
07/11/2017,23:30:00,90305,102720,57210,39142,32809,39759,23811,13833,13757,13829,13358,130874,110977,124773,101819,100539,77424,89376,13714,13801,13532,13531,18601,12505,8730,7562,6198,9520,7088,13336,13146,13581,13525,74279,575303,98672,59698,39253,37340,28381,13824,13661,13343,13445,52078,62281,90510,67749,101347,83991,92708,13094,13142,13433,13218,13475,15464,19180,16466,18772,14616,17766,13601,11715,13239,13011,1.1,3858,-2,12.44,
08/11/2017,00:00:00,92477,104118,58313,40030,33628,40746,24418,14176,14127,14221,13755,134764,113947,128175,104593,103172,79698,91884,14044,14174,13912,13921,19028,12773,8923,7727,6341,9739,7259,13677,13490,13958,13912,76109,587263,101632,61303,40264,38383,29169,14131,14004,13707,13830,52986,63465,92544,69198,103470,85957,94907,13408,13433,13689,13556,13789,15853,19669,16901,19262,15006,18248,13926,12032,13632,13407,0.7,3859,-2,12.41
08/11/2017,00:30:00,93568,104864,58784,40369,33900,41058,24593,14339,14256,14342,13866,136633,115240,129479,105684,104176,80361,92698,14215,14312,14036,14039,19239,12904,9004,7797,6393,9818,7315,13849,13630,14088,14035,77125,591627,102844,61889,40615,38699,29416,14288,14132,13821,13941,53581,64187,93346,69843,104250,86612,95720,13509,13559,13849,13657,13948,16031,19877,17067,19441,15123,18399,14099,12160,13755,13520,0.7,3858,-1,12.4
08/11/2017,01:00:00,93666,104595,58836,40452,34040,41223,24721,14375,14319,14420,13954,137025,115527,129705,106017,104572,80704,93216,14268,14383,14117,14133,19303,12956,9041,7831,6425,9868,7356,13910,13702,14182,14130,76715,582464,102680,61873,40631,38781,29501,14242,14128,13854,14007,53365,64005,93052,69774,104246,86720,95812,13541,13560,13788,13712,13899,15993,19844,17060,19471,15164,18469,14046,12156,13786,13579,0.8,3859,-1,12.39
08/11/2017,01:30:00,93924,104488,58946,40569,34172,41394,24822,14402,14380,14487,14027,137664,115980,130396,106455,105061,81132,93595,14322,14463,14211,14227,19366,13006,9079,7868,6458,9921,7402,13966,13775,14272,14229,62104,578888,88049,54912,37598,36930,28465,11863,12467,12846,13430,44113,53817,80327,60531,93849,80328,90875,12500,12008,11394,13110,11654,13607,17149,15046,17611,14054,17478,11576,10737,12733,12983,0.9,3858,-2,12.39
08/11/2017,02:00:00,94255,104706,59085,40687,34285,41499,24890,14466,14431,14529,14070,138127,116317,130684,106979,105379,81326,93815,14390,14532,14278,14304,19423,13048,9110,7895,6482,9960,7430,14018,13837,14341,14301,57292,566213,80189,50364,34104,33339,25861,11238,11564,11764,12270,42118,50972,75755,56917,87660,74385,84143,11555,11206,10877,12077,11092,12885,16159,14086,16447,13093,16172,10983,9952,11651,11839,0.9,3858,-2,12.38
08/11/2017,02:30:00,93502,103662,58599,40438,34139,41364,24842,14361,14372,14498,14059,136472,115039,129296,105911,104447,80984,93385,14261,14461,14247,14304,19296,12973,9065,7857,6460,9940,7423,13919,13765,14300,14291,54567,540021,75654,47594,32034,30989,23967,10798,10984,11038,11400,40724,49046,72710,54538,83615,70531,79275,10934,10699,10530,11319,10740,12425,15534,13471,15697,12461,15268,10578,9468,10936,10992,1.1,3858,-2,12.38
08/11/2017,03:00:00,93115,103242,58484,40342,34082,41287,24811,14310,14344,14476,14041,136033,114733,128826,105648,104202,80739,93138,14236,14448,14234,14293,19245,12951,9051,7846,6454,9931,7416,13875,13744,14277,14268,55248,516841,75167,46935,31310,29933,22950,10852,10805,10660,10882,41030,49038,72297,53960,81823,68321,76282,10588,10526,10668,10838,10808,12418,15446,13299,15376,12136,14754,10707,9339,10599,10526,1.3,3859,-1,12.38
08/11/2017,03:30:00,93075,102983,58320,40258,33965,41123,24699,14324,14303,14414,13973,136076,114530,128613,105216,103734,80418,92628,14264,14418,14181,14231,19254,12952,9044,7834,6437,9900,7390,13913,13726,14235,14206,57276,502818,76914,47630,31622,30040,22867,11157,10949,10675,10791,42326,50333,73749,54885,82696,68405,75782,10618,10666,10998,10742,11112,12705,15749,13502,15507,12174,14728,11073,9495,10657,10476,1.4,3858,-1,12.38
08/11/2017,04:00:00,93401,103290,58520,40385,34049,41223,24733,14380,14347,14445,13984,136820,115022,129088,105721,104092,80548,92792,14326,14467,14220,14245,19311,12987,9067,7854,6450,9914,7396,13967,13763,14259,14219,59607,512317,79868,49247,32646,30931,23428,11541,11306,10970,11017,43763,52067,76218,56626,85004,70147,77288,10877,10986,11346,10936,11480,13124,16259,13920,15937,12456,15036,11455,9809,10971,10725,1.1,3859,-2,12.37
08/11/2017,04:30:00,93004,102918,58354,40292,34020,41199,24740,14312,14322,14439,13992,136514,114728,128836,105532,103946,80593,92839,14286,14462,14228,14271,19261,12965,9056,7848,6450,9921,7403,13921,13750,14258,14235,61854,519193,82720,50871,33683,31897,24148,11881,11654,11304,11350,45302,53950,78679,58545,87738,72341,79517,11219,11348,11745,11259,11779,13477,16693,14302,16356,12780,15431,11782,10100,11307,11059,1,3858,-1,12.37
08/11/2017,05:00:00,93134,103012,58433,40351,34045,41213,24742,14361,14340,14447,13991,136895,115072,129120,105692,104220,80654,92888,14326,14490,14245,14282,19298,12993,9074,7861,6457,9929,7408,13964,13776,14277,14246,63479,528111,85039,52172,34555,32782,24840,12150,11945,11616,11690,46213,55075,80442,59837,89803,74273,81719,11532,11622,11959,11594,12034,13781,17075,14639,16740,13083,15826,12064,10356,11624,11385,1,3859,-2,12.36
08/11/2017,05:30:00,93073,102835,58372,40329,34035,41202,24738,14361,14344,14447,13995,136956,115013,129008,105641,103992,80667,92770,14328,14500,14262,14296,19274,12986,9067,7855,6457,9929,7407,13956,13770,14277,14249,65046,533256,87213,53444,35346,33565,25451,12425,12235,11912,11990,47165,56250,82087,61163,91798,75951,83724,11818,11894,12217,11899,12267,14067,17438,14959,17102,13357,16172,12331,10598,11920,11684,1.1,3859,-1,12.36
08/11/2017,06:00:00,92827,102455,58261,40270,34022,41153,24724,14312,14332,14444,13989,136092,114695,128546,105405,103894,80612,92650,14294,14498,14264,14304,19207,12961,9053,7847,6454,9928,7408,13916,13757,14277,14251,66303,539075,88915,54511,36010,34228,25982,12646,12481,12172,12266,47933,57234,83648,62286,93419,77444,85283,12070,12133,12426,12168,12471,14319,17771,15251,17422,13614,16496,12554,10822,12187,11959,1.1,3859,-1,12.35
08/11/2017,06:30:00,92543,102067,58096,40196,33956,41103,24693,14290,14318,14430,13976,134915,114504,128400,105206,103746,80452,92472,14283,14488,14256,14293,19175,12960,9053,7844,6451,9927,7404,13915,13754,14271,14245,67651,545144,90777,55457,36614,34839,26450,12877,12705,12401,12498,48720,58216,84915,63390,95040,78799,86926,12278,12346,12647,12395,12689,14561,18058,15500,17701,13826,16770,12780,11003,12406,12185,1.1,3859,-2,12.35
08/11/2017,07:00:00,92338,101669,57904,40097,33871,40981,24632,14274,14292,14399,13949,133359,114213,127854,104802,103373,80218,92207,14275,14461,14231,14273,19119,12944,9041,7834,6444,9915,7397,13905,13735,14254,14228,68727,545884,92357,56326,37127,35333,26867,13078,12919,12610,12714,49373,59040,86066,64244,96337,79875,88071,12478,12536,12836,12594,12840,14765,18324,15730,17972,14020,17015,12963,11177,12619,12398,1,3858,-1,12.35
08/11/2017,07:30:00,92415,101563,57936,40107,33893,40979,24641,14290,14299,14401,13949,132618,114255,127936,104774,103384,80179,92156,14286,14469,14230,14276,19113,12949,9046,7835,6444,9914,7393,13924,13740,14251,14219,69767,547986,93791,57126,37663,35834,27249,13259,13104,12801,12909,49951,59789,87130,65080,97502,80924,89255,12655,12707,12991,12780,12990,14937,18539,15927,18177,14185,17218,13125,11324,12788,12564,0.9,3858,-1,12.34
08/11/2017,08:00:00,89770,99625,56958,39543,33564,40777,24559,13875,14094,14307,13914,131421,114038,127600,104555,103192,80163,92097,14236,14452,14225,14276,19069,12926,9033,7825,6438,9909,7390,13886,13722,14240,14213,70339,549430,94746,57666,37969,36197,27523,13373,13232,12944,13053,50244,60217,87761,65616,98188,81626,90027,12780,12819,13081,12910,13098,15070,18699,16058,18331,14298,17365,13241,11425,12907,12698,0.9,3859,-2,12.39
08/11/2017,08:30:00,86616,96655,55308,38322,32557,39659,23998,13377,13598,13857,13571,126317,110384,124234,102188,101070,78876,90934,13828,14201,14067,14170,18620,12666,8863,7693,6359,9815,7332,13330,13367,13984,14041,68634,521903,92973,56972,37708,36071,27527,13181,13139,12931,13088,49313,59167,86306,64735,97070,81007,89776,12748,12713,12833,12930,12957,14928,18548,15966,18275,14293,17388,13048,11360,12897,12729,2.2,3858,-1,12.93
08/11/2017,09:00:00,84596,95140,54319,37639,31978,38964,23569,13101,13335,13594,13287,120505,105974,119496,98776,98055,76734,88968,13365,13816,13747,13918,17718,12045,8426,7306,6103,9463,7071,12343,12421,13085,13287,66403,501340,90421,55702,36931,35418,27153,12924,12932,12769,12975,48186,57843,84277,63423,95235,79633,88263,12577,12513,12579,12807,12720,14672,18250,15727,18060,14144,17241,12778,11186,12744,12606,3.5,3858,-1,12.88
08/11/2017,09:30:00,83529,94895,53817,37153,31456,38349,23145,12914,13077,13292,12978,118298,104250,117652,97005,95973,75065,87207,13154,13521,13436,13611,17642,11997,8391,7276,6027,9319,6951,12501,12470,13005,13086,65667,502431,89358,54993,36446,34869,26753,12790,12764,12588,12794,47783,57312,83598,62846,94338,78745,87473,12422,12361,12466,12642,12612,14538,18074,15558,17887,14011,17066,12638,11027,12564,12432,3.6,3858,-1,12.66
08/11/2017,10:00:00,82560,94374,53335,36740,31058,37829,22786,12756,12893,13075,12744,116596,102851,116132,95573,94726,73873,85658,12959,13316,13203,13350,17448,11877,8313,7211,5961,9207,6868,12415,12375,12897,12950,64942,502262,88418,54416,36049,34475,26418,12661,12627,12445,12633,47418,56834,82892,62335,93501,77952,86577,12285,12248,12368,12489,12496,14400,17892,15401,17712,13869,16874,12497,10907,12405,12267,3.6,3859,-2,12.56
08/11/2017,10:30:00,82118,94190,53042,36515,30805,37485,22546,12680,12788,12936,12575,115409,102058,115381,94837,93801,72909,84560,12874,13176,13040,13153,17349,11815,8270,7173,5918,9134,6810,12379,12321,12818,12840,64608,505293,87903,54042,35775,34167,26171,12598,12544,12340,12507,47186,56576,82474,62069,93010,77456,85880,12190,12169,12311,12373,12438,14330,17800,15311,17596,13773,16748,12437,10830,12303,12146,3.7,3858,-1,12.45
08/11/2017,11:00:00,81299,93958,52692,36210,30505,37150,22340,12535,12632,12781,12428,114212,100761,114155,93819,92928,72131,83770,12709,12996,12860,12975,17239,11721,8201,7118,5868,9056,6755,12287,12217,12687,12731,64023,503329,87153,53557,35482,33897,25949,12490,12439,12232,12401,46825,56082,81792,61474,92343,76838,85284,12085,12057,12204,12262,12336,14206,17657,15181,17459,13672,16618,12329,10736,12196,12043,3.8,3858,-1,12.39
08/11/2017,11:30:00,80336,93281,52215,35858,30192,36789,22102,12397,12498,12641,12290,112852,99678,112857,92847,91841,71326,82874,12555,12833,12704,12810,17093,11618,8137,7061,5819,8980,6697,12171,12100,12581,12610,63484,501746,86357,53169,35191,33629,25743,12406,12345,12139,12305,46494,55685,81286,61046,91680,76282,84658,11985,11973,12126,12162,12248,14105,17529,15077,17338,13579,16498,12250,10660,12100,11947,4,3858,-1,12.39
08/11/2017,12:00:00,79127,92769,51739,35475,29852,36407,21882,12206,12328,12484,12139,111076,98410,111584,91685,90786,70577,82065,12364,12674,12544,12648,16918,11501,8058,6997,5768,8907,6643,12013,11980,12451,12490,62565,497533,85287,52542,34855,33313,25512,12260,12222,12030,12198,45992,55064,80281,60388,90751,75513,83804,11882,11849,11965,12063,12120,13961,17355,14932,17194,13468,16377,12094,10556,11997,11846,4.3,3858,-1,12.4
08/11/2017,12:30:00,77835,92369,51161,35000,29430,35938,21595,11984,12115,12286,11958,109683,97046,110301,90450,89743,69643,81195,12173,12474,12360,12474,16739,11372,7862,6922,5705,8813,6577,11845,11813,12293,12337,61681,494335,84108,51918,34440,32905,25236,12115,12081,11894,12066,45439,54380,79325,59656,89785,74759,83068,11735,11698,11790,11933,11978,13797,17156,14756,17011,13335,16211,11952,10431,11856,11724,4.7,3858,-1,12.4
08/11/2017,13:00:00,76871,92004,50700,34625,29067,35511,21332,11819,11948,12100,11773,108764,96039,109322,89736,88958,68909,80386,12027,12320,12199,12305,16577,11258,7784,6856,5650,8730,6511,11714,11686,12150,12191,61039,491321,83200,51377,34079,32569,24964,11993,11968,11778,11947,44997,53782,78533,59106,88856,73912,82213,11611,11570,11659,11802,11856,13657,16987,14612,16854,13217,16063,11818,10326,11735,11593,5,3858,-1,12.37
08/11/2017,13:30:00,75669,91317,50103,34154,28628,35009,21024,11616,11752,11902,11584,107452,94666,108192,88691,87982,68107,79519,11836,12138,12020,12123,16347,11089,7684,6769,5574,8615,6430,11539,11522,11989,12031,60123,486822,82055,50711,33632,32142,24653,11847,11820,11632,11805,44444,53067,77439,58308,87560,72896,81255,11457,11410,11496,11649,11698,13474,16757,14418,16640,13062,15879,11655,10187,11582,11472,5.5,3858,-1,12.38
08/11/2017,14:00:00,74368,90989,49526,33710,28234,34552,20758,11397,11552,11705,11391,106065,93443,106754,87618,86927,67305,78646,11659,11952,11841,11954,16196,11004,7622,6710,5526,8531,6367,11405,11386,11830,11875,58838,483013,80268,49706,33108,31673,24335,11358,11521,11431,11639,42024,50634,74350,56026,85125,71305,79499,11222,11105,11019,11452,11176,12945,16168,14000,16227,12795,15624,11180,9945,11372,11268,5.7,3858,-1,12.38
08/11/2017,14:30:00,73011,90544,48921,33204,27784,34061,20440,11178,11329,11488,11193,104675,91980,105428,86366,85802,66422,77676,11466,11761,11663,11771,16021,10893,7550,6645,5470,8452,6305,11250,11233,11679,11722,55055,483008,76007,47510,31812,30588,23551,11004,11090,11002,11250,41102,49365,72437,54531,82802,69161,77244,10882,10775,10775,11126,10920,12619,15735,13590,15763,12429,15170,10868,9596,10978,10914,5.9,3858,-1,12.38
08/11/2017,15:00:00,72168,90198,48475,32819,27419,33606,20171,11030,11157,11299,11003,103796,90827,104308,85463,84907,65608,76841,11327,11598,11487,11596,15892,10797,7485,6589,5420,8365,6240,11135,11104,11533,11568,53951,477459,74341,46558,31130,29847,22965,10831,10864,10744,10959,40540,48627,71293,53591,81317,67779,75661,10655,10581,10639,10868,10737,12391,15444,13323,15452,12179,14838,10669,9398,10710,10630,6.1,3858,-1,12.38
08/11/2017,15:30:00,71331,89751,48020,32477,27106,33224,19914,10897,11015,11149,10843,102961,89911,103147,84648,84023,64830,76023,11204,11456,11352,11439,15758,10711,7425,6533,5372,8294,6184,11021,10986,11398,11434,54029,473290,73717,46037,30740,29396,22568,10752,10730,10575,10753,40231,48202,70545,53031,80249,66782,74382,10495,10468,10562,10683,10680,12307,15327,13191,15267,12011,14611,10627,9299,10554,10443,6.3,3858,-2,12.35
08/11/2017,16:00:00,70528,89173,47580,32167,26832,32887,19714,10771,10888,11012,10709,102197,89057,102288,83819,83092,64126,75263,11090,11335,11215,11303,15640,10637,7373,6486,5332,8229,6136,10922,10887,11287,11312,54720,469685,74435,46434,30901,29466,22523,10899,10816,10587,10712,40954,48885,71224,53572,80694,66817,74089,10510,10534,10723,10637,10794,12413,15429,13254,15276,11996,14562,10772,9366,10567,10403,6.4,3858,-1,12.34
08/11/2017,16:30:00,69907,88629,47222,31892,26591,32577,19527,10681,10783,10902,10591,101447,88245,101418,82972,82374,63544,74621,10997,11225,11106,11186,15528,10559,7326,6445,5295,8167,6087,10827,10797,11192,11210,54551,468259,74256,46345,30860,29408,22508,10890,10814,10588,10715,40864,48764,71154,53452,80552,66780,74057,10506,10522,10687,10638,10784,12392,15416,13243,15288,11997,14565,10743,9356,10565,10404,6.6,3858,-1,12.34
08/11/2017,17:00:00,69353,88196,46887,31656,26387,32325,19368,10588,10690,10806,10492,100749,87507,100718,82304,81691,63009,73988,10903,11132,10999,11076,15437,10495,7278,6405,5263,8118,6050,10750,10711,11093,11124,54224,463517,73927,46150,30738,29319,22452,10848,10785,10570,10705,40642,48506,70759,53207,80225,66503,73867,10474,10479,10611,10618,10741,12353,15371,13207,15257,11987,14550,10695,9324,10543,10390,6.7,3858,-1,12.35
08/11/2017,17:30:00,68888,87847,46660,31467,26220,32113,19243,10519,10613,10721,10409,100240,86886,100096,81808,81216,62604,73486,10830,11044,10915,10987,15351,10439,7244,6371,5235,8074,6014,10677,10646,11020,11044,53950,461507,73575,45948,30606,29205,22374,10814,10745,10540,10676,40422,48258,70373,52973,79811,66210,73580,10433,10427,10552,10578,10708,12315,15321,13166,15214,11957,14519,10657,9294,10516,10365,6.8,3858,-1,12.35
08/11/2017,18:00:00,68171,87175,46240,31212,26024,31897,19117,10413,10528,10646,10337,99323,85995,99152,81108,80565,62066,72990,10711,10945,10834,10902,15228,10365,7194,6329,5201,8027,5981,10587,10564,10942,10961,53504,455767,72958,45646,30449,29056,22276,10747,10699,10499,10643,40101,47848,69859,52610,79310,65827,73167,10387,10368,10482,10533,10630,12235,15228,13092,15145,11908,14471,10587,9250,10475,10330,7,3858,-1,12.35
08/11/2017,18:30:00,67855,86989,46067,31057,25861,31676,18981,10366,10459,10566,10254,99046,85502,98503,80543,79894,61539,72370,10667,10870,10744,10811,15165,10322,7163,6299,5175,7915,5949,10539,10511,10870,10896,53178,452432,72494,45388,30246,28879,22150,10701,10645,10442,10587,39880,47572,69372,52245,78803,65335,72663,10321,10306,10433,10468,10597,12193,15171,13038,15078,11853,14401,10552,9209,10422,10279,7.1,3858,-1,12.35
08/11/2017,19:00:00,67569,86589,45873,30922,25756,31523,18890,10336,10414,10516,10191,98697,85039,98109,80126,79446,61236,71858,10614,10815,10677,10742,15086,10268,7126,6270,5151,7873,5919,10469,10451,10809,10832,53015,451148,72237,45232,30141,28767,22047,10677,10617,10405,10546,39773,47452,69174,52071,78406,65021,72315,10282,10284,10431,10421,10573,12170,15138,13005,15036,11818,14353,10539,9186,10388,10242,7.2,3858,-1,12.35
